# salience_rank	word	lift_rank	zipf	salience	lift	tf	idf	z_eff
# salience = 100 * sqrt(tf * idf); tf = norm(log10 modelled lift), idf = norm(8 - z_eff)
# z_eff = zipf, minus 1.5 if hyphenated, floored at 0.8 when wordfreq does not know the word
# scan.sh reads columns 1, 2 and 5; the rest show the working
# regenerate: uv run --with wordfreq --python 3.12 tools/rescore.py
834	sigterm	922	0.00	10.8	5.1	0.012	1.000	0.80
835	onto	735	4.77	10.7	5.5	0.045	0.257	4.77
836	ordinary	782	4.42	10.7	5.4	0.036	0.322	4.42
837	worst-case	860	4.84	10.7	5.2	0.022	0.524	3.34
838	deserves	795	4.34	10.6	5.4	0.033	0.337	4.34
839	residue	853	3.53	10.6	5.2	0.023	0.489	3.53
840	sub-second	872	4.62	10.6	5.2	0.020	0.566	3.12
841	flaked	893	2.55	10.5	5.2	0.016	0.672	2.55
842	driving	723	4.90	10.4	5.5	0.047	0.232	4.90
843	speaks	791	4.43	10.4	5.4	0.034	0.320	4.43
844	weigh	830	3.99	10.4	5.3	0.027	0.403	3.99
845	doc-only	885	4.35	10.4	5.2	0.018	0.616	2.85
846	draws	829	4.10	10.2	5.3	0.027	0.382	4.10
847	re-verify	906	3.86	10.1	5.2	0.014	0.708	2.36
848	saying	620	5.37	10.0	5.8	0.069	0.144	5.37
849	spelled	856	3.79	10.0	5.2	0.023	0.440	3.79
850	fakes	882	3.23	10.0	5.2	0.018	0.545	3.23
851	floors	843	4.04	9.9	5.3	0.025	0.393	4.04
852	fail-open	890	4.56	9.9	5.2	0.017	0.577	3.06
853	trivially	910	2.30	9.9	5.1	0.014	0.719	2.30
854	additively	921	1.79	9.9	5.1	0.012	0.815	1.79
855	went	575	5.50	9.8	5.9	0.080	0.120	5.50
856	happened	692	5.20	9.7	5.6	0.053	0.176	5.20
857	itself	715	5.10	9.7	5.5	0.049	0.195	5.10
858	absorb	861	3.81	9.7	5.2	0.022	0.436	3.81
859	pair	786	4.72	9.6	5.4	0.035	0.266	4.72
860	grows	840	4.18	9.6	5.3	0.025	0.367	4.18
861	folding	871	3.70	9.6	5.2	0.020	0.457	3.70
862	narrowing	889	3.25	9.6	5.2	0.017	0.541	3.25
863	knows	737	5.07	9.4	5.5	0.044	0.200	5.07
864	sit	767	4.90	9.4	5.4	0.038	0.232	4.90
865	sat	808	4.64	9.3	5.3	0.031	0.281	4.64
866	defence	822	4.51	9.3	5.3	0.028	0.305	4.51
867	started_at	942	0.00	9.3	5.1	0.009	1.000	0.80
868	slipped	866	3.99	9.2	5.2	0.021	0.403	3.99
869	additive	894	3.33	9.2	5.2	0.016	0.526	3.33
870	early-returns	905	4.54	9.2	5.2	0.014	0.581	3.04
871	discriminator	930	1.80	9.2	5.1	0.011	0.813	1.80
872	coarse	895	3.41	9.1	5.2	0.016	0.511	3.41
873	all-zero	904	4.62	9.1	5.2	0.015	0.566	3.12
874	vocabularies	920	2.47	9.1	5.1	0.012	0.687	2.47
875	rejected	846	4.37	9.0	5.3	0.024	0.331	4.37
876	every	436	5.79	8.9	6.4	0.120	0.066	5.79
877	twice	798	4.84	8.9	5.4	0.033	0.243	4.84
878	reaching	839	4.46	8.9	5.3	0.025	0.315	4.46
879	bookkeeping	912	2.99	8.9	5.1	0.013	0.590	2.99
880	mutates	928	2.23	8.9	5.1	0.011	0.732	2.23
881	arm	817	4.73	8.8	5.3	0.029	0.264	4.73
882	treats	878	4.06	8.6	5.2	0.019	0.390	4.06
883	full-suite	924	4.16	8.6	5.1	0.011	0.652	2.66
884	dangling	911	3.29	8.5	5.1	0.013	0.534	3.29
885	teaches	887	3.95	8.4	5.2	0.017	0.410	3.95
886	frozen	873	4.32	8.2	5.2	0.020	0.341	4.32
887	today	666	5.55	8.1	5.6	0.059	0.110	5.55
888	owning	899	3.84	8.1	5.2	0.015	0.431	3.84
889	labelled	908	3.62	8.1	5.1	0.014	0.472	3.62
890	cold	810	5.02	8.0	5.3	0.031	0.210	5.02
891	tail	877	4.34	8.0	5.2	0.019	0.337	4.34
892	still-open	902	5.35	8.0	5.2	0.015	0.429	3.85
893	enclosing	931	2.84	8.0	5.1	0.010	0.618	2.84
894	reach	825	4.94	7.9	5.3	0.028	0.225	4.94
895	dominated	888	4.18	7.9	5.2	0.017	0.367	4.18
896	keystone	917	3.45	7.9	5.1	0.013	0.504	3.45
897	frees	926	3.18	7.9	5.1	0.011	0.554	3.18
898	unpatched	947	1.88	7.9	5.1	0.008	0.798	1.88
899	wake	850	4.76	7.8	5.3	0.024	0.258	4.76
900	hand-edit	935	4.27	7.8	5.1	0.010	0.631	2.77
901	adopted	875	4.51	7.7	5.2	0.019	0.305	4.51
902	on-device	929	4.67	7.7	5.1	0.011	0.556	3.17
903	follow-ups	936	4.34	7.7	5.1	0.010	0.618	2.84
904	happily	900	4.11	7.6	5.2	0.015	0.380	4.11
905	seq	932	3.09	7.6	5.1	0.010	0.571	3.09
906	drawn	881	4.53	7.4	5.2	0.018	0.301	4.53
907	traps	918	3.76	7.4	5.1	0.012	0.446	3.76
908	victim	883	4.56	7.3	5.2	0.018	0.296	4.56
909	confined	919	3.82	7.3	5.1	0.012	0.434	3.82
910	supplies	891	4.48	7.2	5.2	0.017	0.311	4.48
911	differs	927	3.66	7.1	5.1	0.011	0.464	3.66
912	app-side	937	4.77	7.1	5.1	0.009	0.537	3.27
913	regressing	954	2.23	7.1	5.1	0.007	0.732	2.23
914	sites	879	4.74	7.0	5.2	0.019	0.262	4.74
915	pure	886	4.64	7.0	5.2	0.018	0.281	4.64
916	fresh-context	946	4.42	7.0	5.1	0.008	0.603	2.92
917	overclaim	967	0.00	7.0	5.1	0.005	1.000	0.80
918	anywhere	884	4.71	6.9	5.2	0.018	0.268	4.71
919	dominates	938	3.40	6.9	5.1	0.009	0.513	3.40
920	vendored	968	0.00	6.9	5.1	0.005	1.000	0.80
921	substance	914	4.23	6.8	5.1	0.013	0.358	4.23
922	leans	943	3.27	6.8	5.1	0.008	0.537	3.27
923	uniformly	944	3.19	6.8	5.1	0.008	0.552	3.19
924	against	700	5.68	6.7	5.6	0.052	0.086	5.68
925	arrive	909	4.38	6.7	5.1	0.014	0.330	4.38
926	ten	864	5.05	6.6	5.2	0.021	0.204	5.05
927	predicted	923	4.12	6.6	5.1	0.012	0.378	4.12
928	artefact	955	2.70	6.6	5.1	0.007	0.644	2.70
929	-prefixed	956	2.55	6.6	5.1	0.007	0.672	2.55
930	withdrawn	933	3.90	6.5	5.1	0.010	0.419	3.90
931	red-team	939	5.16	6.5	5.1	0.009	0.464	3.66
932	tells	896	4.78	6.4	5.2	0.016	0.255	4.78
933	guard	898	4.73	6.4	5.2	0.016	0.264	4.73
934	three	667	5.78	6.3	5.6	0.059	0.067	5.78
935	own	695	5.74	6.3	5.6	0.053	0.075	5.74
936	watched	901	4.72	6.3	5.2	0.015	0.266	4.72
937	degenerate	950	3.33	6.3	5.1	0.007	0.526	3.33
938	said	335	6.01	6.2	6.9	0.158	0.024	6.01
939	precondition	960	2.63	6.2	5.1	0.006	0.657	2.63
940	became	869	5.15	6.1	5.2	0.020	0.185	5.15
941	unscoped	975	0.00	6.1	5.0	0.004	1.000	0.80
942	judge	897	4.95	5.9	5.2	0.016	0.223	4.95
943	mutated	958	3.10	5.9	5.1	0.006	0.569	3.10
944	spurious	961	2.96	5.9	5.1	0.006	0.596	2.96
945	ride	907	4.85	5.8	5.2	0.014	0.242	4.85
946	deciding	940	4.11	5.8	5.1	0.009	0.380	4.11
947	drafted	948	3.91	5.7	5.1	0.008	0.418	3.91
948	dominant	941	4.23	5.6	5.1	0.009	0.358	4.23
949	wrong	863	5.39	5.5	5.2	0.021	0.140	5.39
950	racing	934	4.50	5.5	5.1	0.010	0.307	4.50
951	demotes	976	1.55	5.5	5.0	0.004	0.860	1.55
952	claim	915	4.95	5.4	5.1	0.013	0.223	4.95
953	one-shot	957	5.20	5.4	5.1	0.006	0.457	3.70
954	re-reading	962	4.88	5.4	5.1	0.006	0.517	3.38
955	unmarked	963	3.24	5.4	5.1	0.005	0.543	3.24
956	hostile	952	4.07	5.3	5.1	0.007	0.388	4.07
957	host-side	966	4.70	5.3	5.1	0.005	0.551	3.20
958	corrupts	971	2.68	5.3	5.0	0.004	0.648	2.68
959	interleaved	974	2.26	5.3	5.0	0.004	0.727	2.26
960	repaired	959	3.77	5.2	5.1	0.006	0.444	3.77
961	false-positive	970	4.47	5.1	5.0	0.004	0.594	2.97
962	accumulator	972	2.70	5.1	5.0	0.004	0.644	2.70
963	puts	945	4.53	5.0	5.1	0.008	0.301	4.53
964	afterwards	951	4.42	4.8	5.1	0.007	0.322	4.42
965	resting	965	3.89	4.7	5.1	0.005	0.421	3.89
966	suppresses	977	2.75	4.6	5.0	0.003	0.635	2.75
967	resolvable	982	1.79	4.6	5.0	0.003	0.815	1.79
968	third	913	5.32	4.5	5.1	0.013	0.154	5.32
969	sustained	964	4.19	4.4	5.1	0.005	0.365	4.19
970	gitignored	987	0.00	4.4	5.0	0.002	1.000	0.80
971	fresh	949	4.83	4.3	5.1	0.008	0.245	4.83
972	relaunch	980	2.91	4.2	5.0	0.003	0.605	2.91
973	stay	925	5.33	4.1	5.1	0.011	0.152	5.33
974	proving	973	4.00	4.0	5.0	0.004	0.401	4.00
975	hermetic	986	2.56	3.7	5.0	0.002	0.670	2.56
976	poisoned	981	3.58	3.6	5.0	0.003	0.479	3.58
977	miss	953	5.22	3.5	5.1	0.007	0.172	5.22
978	mistaken	979	3.98	3.5	5.0	0.003	0.404	3.98
979	unclassified	989	2.79	3.2	5.0	0.002	0.627	2.79
980	bails	990	2.56	3.1	5.0	0.001	0.670	2.56
981	lying	978	4.67	3.0	5.0	0.003	0.275	4.67
982	warned	983	4.18	3.0	5.0	0.002	0.367	4.18
983	guessing	985	3.94	3.0	5.0	0.002	0.412	3.94
984	vestigial	991	2.47	3.0	5.0	0.001	0.687	2.47
985	turn	969	5.32	2.6	5.1	0.005	0.154	5.32
986	pooled	992	2.98	2.6	5.0	0.001	0.592	2.98
987	hundred	984	4.71	2.5	5.0	0.002	0.268	4.71
988	-only	339	6.12	2.4	6.9	0.157	0.004	6.12
989	producer	988	4.44	2.4	5.0	0.002	0.318	4.44
990	findable	996	1.62	2.2	5.0	0.001	0.846	1.62
991	two	664	6.10	2.1	5.7	0.059	0.007	6.10
992	picks	993	4.24	1.9	5.0	0.001	0.356	4.24
993	clause	994	3.99	1.9	5.0	0.001	0.403	3.99
994	phase-1	997	4.62	1.6	5.0	0.000	0.566	3.12
995	vanishes	998	3.02	1.3	5.0	0.000	0.584	3.02
996	hold	995	5.19	1.1	5.0	0.001	0.178	5.19
997	pass-through	999	4.99	0.8	5.0	0.000	0.496	3.49
998	its	827	6.14	0.0	5.3	0.027	0.000	6.14
999	inconclusive	1000	3.13	0.0	5.0	0.000	0.564	3.13
