# salience_rank	word	lift_rank	zipf	salience	lift	tf	idf	z_eff
# salience = 100 * sqrt(tf * idf); tf = norm(log10 modelled lift), idf = norm(8 - z_eff)
# z_eff = zipf, minus 1.5 if hyphenated, floored at 0.8 when wordfreq does not know the word
# scan.sh reads columns 1, 2 and 5; the rest show the working
# regenerate: uv run --with wordfreq --python 3.12 tools/rescore.py
401	nothing	25	5.55	24.3	15.1	0.534	0.110	5.55
402	fell	186	4.85	24.3	8.3	0.243	0.242	4.85
403	stays	314	4.26	24.3	7.1	0.168	0.352	4.26
404	contradiction	446	3.45	24.3	6.4	0.117	0.504	3.45
405	scored	239	4.63	24.2	7.7	0.207	0.283	4.63
406	mechanically	461	3.35	24.2	6.3	0.112	0.522	3.35
407	fourth	196	4.83	24.1	8.1	0.236	0.245	4.83
408	recognised	354	4.07	24.1	6.8	0.150	0.388	4.07
409	consulted	425	3.63	24.1	6.5	0.124	0.470	3.63
410	pristine	468	3.33	24.1	6.3	0.110	0.526	3.33
411	swept	380	3.94	24.0	6.7	0.140	0.412	3.94
412	unconditionally	491	3.16	24.0	6.2	0.103	0.558	3.16
413	orphans	456	3.48	23.8	6.3	0.114	0.498	3.48
414	refuse	307	4.39	23.7	7.1	0.171	0.328	4.39
415	lone	399	3.91	23.6	6.6	0.133	0.418	3.91
416	hand-off	416	5.29	23.6	6.5	0.127	0.440	3.79
417	re-checks	544	4.26	23.6	6.0	0.088	0.633	2.76
418	fifth	223	4.78	23.5	7.8	0.217	0.255	4.78
419	residual	459	3.52	23.5	6.3	0.113	0.491	3.52
420	unnoticed	474	3.42	23.5	6.3	0.108	0.509	3.42
421	pre-change	482	4.85	23.5	6.2	0.106	0.522	3.35
422	survivors	372	4.10	23.4	6.7	0.143	0.382	4.10
423	bit-for-bit	457	5.06	23.4	6.3	0.113	0.483	3.56
424	byte-stable	639	3.13	23.4	5.7	0.065	0.845	1.63
425	ships	284	4.55	23.3	7.3	0.182	0.298	4.55
426	data-loss	483	4.88	23.3	6.2	0.105	0.517	3.38
427	well-formed	511	4.66	23.3	6.1	0.097	0.558	3.16
428	floored	537	2.93	23.3	6.0	0.090	0.601	2.93
429	interleave	650	1.51	23.3	5.7	0.062	0.867	1.51
430	hung	359	4.21	23.2	6.8	0.148	0.361	4.21
431	torn	381	4.08	23.2	6.7	0.140	0.386	4.08
432	yields	415	3.89	23.2	6.5	0.127	0.421	3.89
433	unconditional	472	3.49	23.2	6.3	0.109	0.496	3.49
434	allow-list	494	4.82	23.2	6.2	0.102	0.528	3.32
435	re-ran	507	4.71	23.2	6.1	0.098	0.549	3.21
436	defensible	551	2.81	23.2	6.0	0.086	0.624	2.81
437	spends	408	3.95	23.1	6.5	0.130	0.410	3.95
438	per-turn	464	5.08	23.1	6.3	0.111	0.479	3.58
439	tolerated	469	3.54	23.1	6.3	0.110	0.487	3.54
440	steady-state	556	4.29	23.1	6.0	0.085	0.627	2.79
441	sidesteps	621	2.01	23.1	5.8	0.069	0.773	2.01
442	honesty	402	3.99	23.0	6.6	0.132	0.403	3.99
443	per-run	453	5.17	23.0	6.3	0.115	0.463	3.67
444	unproven	541	2.95	23.0	6.0	0.089	0.597	2.95
445	now-stale	629	3.43	23.0	5.7	0.067	0.788	1.93
446	dedup	694	0.00	23.0	5.6	0.053	1.000	0.80
447	leaves	243	4.79	22.8	7.6	0.205	0.253	4.79
448	sixteen	417	3.95	22.8	6.5	0.127	0.410	3.95
449	survive	309	4.52	22.7	7.1	0.170	0.303	4.52
450	hole	281	4.66	22.6	7.3	0.184	0.277	4.66
451	declined	378	4.21	22.6	6.7	0.141	0.361	4.21
452	bit-exact	554	4.45	22.6	6.0	0.085	0.597	2.95
453	counted	411	4.04	22.5	6.5	0.129	0.393	4.04
454	arrived	255	4.79	22.4	7.5	0.198	0.253	4.79
455	exempt	455	3.78	22.4	6.3	0.114	0.442	3.78
456	offered	240	4.86	22.3	7.7	0.207	0.240	4.86
457	drew	336	4.46	22.3	6.9	0.158	0.315	4.46
458	mid-session	562	4.47	22.3	5.9	0.083	0.594	2.97
459	empties	567	2.90	22.3	5.9	0.082	0.607	2.90
460	held	132	5.24	22.2	9.2	0.293	0.169	5.24
461	stranger	376	4.28	22.2	6.7	0.142	0.348	4.28
462	sits	395	4.18	22.2	6.6	0.134	0.367	4.18
463	wholesale	434	3.97	22.2	6.4	0.121	0.406	3.97
464	reaper	528	3.30	22.2	6.1	0.092	0.532	3.30
465	axiom	559	3.02	22.2	6.0	0.084	0.584	3.02
466	backs	412	4.10	22.1	6.5	0.128	0.382	4.10
467	incidental	530	3.31	22.1	6.0	0.092	0.530	3.31
468	per-pr	594	4.17	22.1	5.8	0.075	0.650	2.67
469	half	86	5.41	22.0	10.4	0.355	0.137	5.41
470	evict	568	2.97	22.0	5.9	0.082	0.594	2.97
471	sides	285	4.73	21.9	7.3	0.182	0.264	4.73
472	derives	523	3.42	21.9	6.1	0.094	0.509	3.42
473	deferral	608	2.60	21.9	5.8	0.072	0.663	2.60
474	admitted	344	4.49	21.8	6.9	0.154	0.309	4.49
475	handing	478	3.77	21.8	6.2	0.107	0.444	3.77
476	analogue	542	3.28	21.8	6.0	0.089	0.536	3.28
477	dropped	291	4.73	21.7	7.2	0.179	0.264	4.73
478	grounds	361	4.43	21.7	6.8	0.147	0.320	4.43
479	beats	403	4.22	21.7	6.6	0.132	0.360	4.22
480	awaits	512	3.55	21.7	6.1	0.097	0.485	3.55
481	argues	441	4.04	21.6	6.4	0.119	0.393	4.04
482	adversarial	593	2.84	21.6	5.8	0.076	0.618	2.84
483	says	73	5.49	21.5	10.9	0.379	0.122	5.49
484	worst	252	4.93	21.3	7.6	0.200	0.227	4.93
485	traced	489	3.80	21.3	6.2	0.104	0.438	3.80
486	worth	185	5.16	21.2	8.3	0.244	0.184	5.16
487	touches	463	3.98	21.2	6.3	0.111	0.404	3.98
488	out-of-band	547	4.90	21.2	6.0	0.087	0.513	3.40
489	brand-new	557	4.81	21.2	6.0	0.085	0.530	3.31
490	lived	272	4.88	21.1	7.4	0.188	0.236	4.88
491	in-process	500	5.26	21.1	6.2	0.100	0.446	3.76
492	honours	516	3.65	21.1	6.1	0.096	0.466	3.65
493	catches	479	3.93	21.0	6.2	0.107	0.414	3.93
494	pins	499	3.80	21.0	6.2	0.101	0.438	3.80
495	same-named	552	4.89	21.0	6.0	0.086	0.515	3.39
496	reconciled	578	3.18	21.0	5.9	0.079	0.554	3.18
497	recorded	337	4.66	20.9	6.9	0.157	0.277	4.66
498	stall	503	3.79	20.9	6.1	0.099	0.440	3.79
499	regresses	690	1.81	20.9	5.6	0.054	0.811	1.81
500	probe	476	3.99	20.8	6.2	0.107	0.403	3.99
501	read-side	517	5.22	20.8	6.1	0.096	0.453	3.72
502	retried	674	2.09	20.8	5.6	0.057	0.758	2.09
503	sees	362	4.59	20.7	6.8	0.147	0.290	4.59
504	echoes	539	3.59	20.7	6.0	0.089	0.478	3.59
505	criterion	555	3.46	20.7	6.0	0.085	0.502	3.46
506	reclaimed	569	3.33	20.7	5.9	0.082	0.526	3.33
507	moot	582	3.23	20.7	5.9	0.078	0.545	3.23
508	mid-stream	612	4.41	20.7	5.8	0.071	0.605	2.91
509	hand-edited	624	4.28	20.7	5.8	0.068	0.629	2.78
510	flag-gated	699	3.21	20.7	5.6	0.052	0.830	1.71
511	travels	473	4.05	20.6	6.3	0.108	0.391	4.05
512	hedge	520	3.74	20.6	6.1	0.095	0.449	3.74
513	emits	606	3.02	20.6	5.8	0.073	0.584	3.02
514	colliding	611	2.95	20.6	5.8	0.071	0.597	2.95
515	trap	426	4.33	20.5	6.5	0.124	0.339	4.33
516	self-heal	645	4.09	20.5	5.7	0.063	0.665	2.59
517	exactly	211	5.15	20.4	8.0	0.225	0.185	5.15
518	neighbouring	522	3.77	20.4	6.1	0.094	0.444	3.77
519	enumerated	632	2.80	20.4	5.7	0.066	0.625	2.80
520	advertises	634	2.77	20.4	5.7	0.066	0.631	2.77
521	promised	397	4.49	20.3	6.6	0.134	0.309	4.49
522	owns	454	4.21	20.3	6.3	0.114	0.361	4.21
523	separable	659	2.51	20.3	5.7	0.060	0.680	2.51
524	chasing	475	4.12	20.2	6.3	0.108	0.378	4.12
525	red-first	532	5.26	20.2	6.0	0.091	0.446	3.76
526	offending	573	3.43	20.2	5.9	0.081	0.507	3.43
527	superset	686	2.13	20.2	5.6	0.055	0.751	2.13
528	fed	401	4.51	20.1	6.6	0.132	0.305	4.51
529	discipline	460	4.23	20.1	6.3	0.112	0.358	4.23
530	narrowed	577	3.43	20.1	5.9	0.080	0.507	3.43
531	assumed	430	4.39	20.0	6.4	0.122	0.328	4.39
532	stamp	485	4.11	20.0	6.2	0.105	0.380	4.11
533	near-identical	652	4.18	20.0	5.7	0.062	0.648	2.68
534	residuals	665	2.51	20.0	5.7	0.059	0.680	2.51
535	legitimate	467	4.22	19.9	6.3	0.110	0.360	4.22
536	follow-on	560	5.13	19.9	6.0	0.084	0.470	3.63
537	raced	564	3.59	19.9	5.9	0.083	0.478	3.59
538	settle	442	4.37	19.8	6.4	0.118	0.331	4.37
539	parks	449	4.33	19.8	6.4	0.116	0.339	4.33
540	drain	496	4.07	19.8	6.2	0.102	0.388	4.07
541	unaffected	597	3.34	19.8	5.8	0.075	0.524	3.34
542	swallow	533	3.87	19.7	6.0	0.091	0.425	3.87
543	blast-radius	693	3.73	19.7	5.6	0.053	0.732	2.23
544	spine	525	3.93	19.6	6.1	0.093	0.414	3.93
545	mirrors	546	3.81	19.6	6.0	0.088	0.436	3.81
546	echoed	595	3.40	19.6	5.8	0.075	0.513	3.40
547	floor	312	4.94	19.5	7.1	0.169	0.225	4.94
548	apart	355	4.78	19.5	6.8	0.150	0.255	4.78
549	bite	466	4.31	19.5	6.3	0.111	0.343	4.31
550	wiped	540	3.86	19.5	6.0	0.089	0.427	3.86
551	summed	580	3.57	19.5	5.9	0.079	0.481	3.57
552	bakes	662	2.73	19.5	5.7	0.060	0.639	2.73
553	close-out	550	5.32	19.4	6.0	0.087	0.434	3.82
554	wipes	602	3.40	19.4	5.8	0.073	0.513	3.40
555	vanishing	617	3.27	19.4	5.8	0.070	0.537	3.27
556	fail-soft	657	4.34	19.4	5.7	0.061	0.618	2.84
557	weakened	566	3.73	19.3	5.9	0.082	0.451	3.73
558	unbounded	682	2.54	19.3	5.6	0.055	0.674	2.54
559	overwrote	752	1.30	19.3	5.4	0.041	0.906	1.30
560	drops	471	4.33	19.2	6.3	0.109	0.339	4.33
561	fifteen	505	4.14	19.2	6.1	0.099	0.375	4.14
562	hand-built	607	4.91	19.2	5.8	0.072	0.511	3.41
563	told	106	5.54	19.1	9.8	0.325	0.112	5.54
564	exemption	583	3.65	19.1	5.9	0.078	0.466	3.65
565	advertised	574	3.75	19.0	5.9	0.080	0.448	3.75
566	diverged	678	2.76	18.9	5.6	0.056	0.633	2.76
567	eight	311	5.02	18.8	7.1	0.169	0.210	5.02
568	leaked	543	4.00	18.8	6.0	0.088	0.401	4.00
569	per-line	591	5.17	18.8	5.9	0.076	0.463	3.67
570	sas	615	3.47	18.8	5.8	0.070	0.500	3.47
571	wedges	649	3.12	18.8	5.7	0.063	0.566	3.12
572	sequenced	670	2.87	18.8	5.6	0.058	0.612	2.87
573	answering	535	4.07	18.7	6.0	0.091	0.388	4.07
574	verb	588	3.72	18.7	5.9	0.077	0.453	3.72
575	billed	604	3.59	18.7	5.8	0.073	0.478	3.59
576	lives	280	5.14	18.6	7.3	0.184	0.187	5.14
577	stood	444	4.57	18.6	6.4	0.118	0.294	4.57
578	phantom	581	3.78	18.6	5.9	0.079	0.442	3.78
579	replays	654	3.15	18.6	5.7	0.061	0.560	3.15
580	repo-wide	755	3.09	18.6	5.4	0.041	0.852	1.59
581	walker	481	4.42	18.5	6.2	0.106	0.322	4.42
582	latch	637	3.34	18.5	5.7	0.065	0.524	3.34
583	launchctl	790	0.00	18.5	5.4	0.034	1.000	0.80
584	mechanical	502	4.33	18.4	6.1	0.100	0.339	4.33
585	seams	641	3.32	18.4	5.7	0.064	0.528	3.32
586	weaker	579	3.89	18.3	5.9	0.079	0.421	3.89
587	warns	598	3.73	18.3	5.8	0.074	0.451	3.73
588	degrade	648	3.28	18.3	5.7	0.063	0.536	3.28
589	inventing	651	3.27	18.3	5.7	0.062	0.537	3.27
590	conflated	712	2.49	18.3	5.5	0.049	0.684	2.49
591	vanish	644	3.39	18.1	5.7	0.064	0.515	3.39
592	stated	424	4.74	18.0	6.5	0.124	0.262	4.74
593	amendment	508	4.38	18.0	6.1	0.098	0.330	4.38
594	reproducing	680	3.04	18.0	5.6	0.056	0.581	3.04
595	kills	518	4.34	17.9	6.1	0.095	0.337	4.34
596	remembering	584	3.94	17.9	5.9	0.078	0.412	3.94
597	per-call	619	5.18	17.9	5.8	0.069	0.461	3.68
598	lockstep	736	2.28	17.9	5.5	0.044	0.723	2.28
599	grepping	801	0.00	17.9	5.3	0.032	1.000	0.80
600	grew	447	4.69	17.8	6.4	0.117	0.272	4.69
601	retired	504	4.44	17.8	6.1	0.099	0.318	4.44
602	empirical	628	3.62	17.8	5.8	0.067	0.472	3.62
603	wins	450	4.70	17.7	6.4	0.116	0.270	4.70
604	absent	585	3.98	17.7	5.9	0.078	0.404	3.98
605	plausible	630	3.64	17.7	5.7	0.067	0.468	3.64
606	exempts	729	2.49	17.7	5.5	0.046	0.684	2.49
607	burned	536	4.31	17.6	6.0	0.090	0.343	4.31
608	back-to-back	549	5.73	17.6	6.0	0.087	0.358	4.23
609	attributable	668	3.31	17.6	5.6	0.058	0.530	3.31
610	payoff	673	3.25	17.6	5.6	0.057	0.541	3.25
611	ever	96	5.66	17.5	10.1	0.339	0.090	5.66
612	knowing	445	4.76	17.4	6.4	0.117	0.258	4.76
613	read-modify-write	749	3.76	17.4	5.5	0.042	0.727	2.26
614	hard-fails	724	4.24	17.3	5.5	0.047	0.637	2.74
615	asked	274	5.30	17.2	7.4	0.187	0.157	5.30
616	reads	563	4.25	17.2	5.9	0.083	0.354	4.25
617	flip	570	4.20	17.2	5.9	0.081	0.363	4.20
618	grounded	622	3.84	17.2	5.8	0.069	0.431	3.84
619	cross-model	685	4.76	17.2	5.6	0.055	0.539	3.26
620	fail-safe	708	4.48	17.2	5.5	0.050	0.592	2.98
621	buried	538	4.40	17.1	6.0	0.090	0.326	4.40
622	belongs	565	4.24	17.1	5.9	0.083	0.356	4.24
623	theirs	610	3.96	17.1	5.8	0.072	0.408	3.96
624	cap	521	4.51	17.0	6.1	0.094	0.305	4.51
625	resumed	640	3.76	17.0	5.7	0.065	0.446	3.76
626	re-check	671	4.97	17.0	5.6	0.058	0.500	3.47
627	lie	443	4.84	16.9	6.4	0.118	0.243	4.84
628	stating	590	4.15	16.9	5.9	0.076	0.373	4.15
629	diagnosed	605	4.05	16.9	5.8	0.073	0.391	4.05
630	envelope	631	3.86	16.9	5.7	0.067	0.427	3.86
631	tonight	393	5.03	16.8	6.6	0.135	0.208	5.03
632	twins	592	4.15	16.8	5.9	0.076	0.373	4.15
633	read-back	627	5.42	16.8	5.8	0.068	0.416	3.92
634	defeating	658	3.65	16.8	5.7	0.061	0.466	3.65
635	best-effort	687	4.87	16.8	5.6	0.054	0.519	3.37
636	behavior-preserving	768	3.68	16.8	5.4	0.038	0.742	2.18
637	rather	287	5.32	16.7	7.3	0.181	0.154	5.32
638	shape	484	4.72	16.7	6.2	0.105	0.266	4.72
639	touched	571	4.30	16.7	5.9	0.081	0.345	4.30
640	trade-off	672	5.06	16.7	5.6	0.058	0.483	3.56
641	demotion	741	2.70	16.7	5.5	0.043	0.644	2.70
642	walk	383	5.08	16.6	6.7	0.139	0.199	5.08
643	stops	558	4.40	16.6	6.0	0.084	0.326	4.40
644	ours	599	4.16	16.6	5.8	0.074	0.371	4.16
645	filing	614	4.05	16.6	5.8	0.071	0.391	4.05
646	seven	389	5.08	16.5	6.6	0.137	0.199	5.08
647	silent	553	4.45	16.5	6.0	0.086	0.316	4.45
648	stand-in	669	5.14	16.5	5.6	0.058	0.468	3.64
649	binds	696	3.38	16.5	5.6	0.052	0.517	3.38
650	collide	704	3.29	16.5	5.6	0.051	0.534	3.29
651	composes	758	2.51	16.5	5.4	0.040	0.680	2.51
652	env-var	820	2.57	16.5	5.3	0.029	0.949	1.07
653	dispatched	675	3.61	16.4	5.6	0.057	0.474	3.61
654	threaded	711	3.23	16.4	5.5	0.049	0.545	3.23
655	blip	730	2.97	16.4	5.5	0.046	0.594	2.97
656	gone	366	5.17	16.3	6.8	0.146	0.182	5.17
657	taught	510	4.68	16.3	6.1	0.097	0.273	4.68
658	steady	587	4.31	16.3	5.9	0.077	0.343	4.31
659	identical	603	4.21	16.3	5.8	0.073	0.361	4.21
660	dial	642	3.93	16.3	5.7	0.064	0.414	3.93
661	doc-comment	750	4.25	16.3	5.5	0.042	0.635	2.75
662	trusts	661	3.80	16.2	5.7	0.060	0.438	3.80
663	destroys	676	3.67	16.2	5.6	0.057	0.463	3.67
664	unattended	721	3.18	16.2	5.5	0.047	0.554	3.18
665	denominator	728	3.13	16.1	5.5	0.046	0.564	3.13
666	clobbers	812	1.53	16.1	5.3	0.030	0.863	1.53
667	matters	515	4.72	16.0	6.1	0.096	0.266	4.72
668	in-tree	713	4.85	16.0	5.5	0.049	0.522	3.35
669	twenty	534	4.65	15.9	6.0	0.091	0.279	4.65
670	one-line	653	5.45	15.9	5.7	0.062	0.410	3.95
671	retracted	739	3.05	15.9	5.5	0.044	0.579	3.05
672	reconcile	705	3.50	15.8	5.6	0.051	0.494	3.50
673	superseded	732	3.17	15.8	5.5	0.045	0.556	3.17
674	tobe	773	2.57	15.8	5.4	0.037	0.669	2.57
675	straight	438	5.04	15.7	6.4	0.120	0.206	5.04
676	hypothetical	698	3.61	15.7	5.6	0.052	0.474	3.61
677	forgets	717	3.41	15.7	5.5	0.048	0.511	3.41
678	tripping	710	3.52	15.6	5.5	0.050	0.491	3.52
679	levers	744	3.11	15.6	5.5	0.043	0.567	3.11
680	orphan	707	3.58	15.5	5.5	0.050	0.479	3.58
681	teeth	572	4.58	15.4	5.9	0.081	0.292	4.58
682	falsely	709	3.61	15.4	5.5	0.050	0.474	3.61
683	tier-1	779	4.15	15.4	5.4	0.036	0.654	2.65
684	shaped	618	4.38	15.2	5.8	0.070	0.330	4.38
685	adopts	743	3.26	15.2	5.5	0.043	0.539	3.26
686	invents	780	2.71	15.2	5.4	0.036	0.642	2.71
687	nulled	824	1.73	15.2	5.3	0.028	0.826	1.73
688	per-key	731	4.95	15.1	5.5	0.045	0.504	3.45
689	struck	616	4.42	15.0	5.8	0.070	0.322	4.42
690	dated	638	4.29	15.0	5.7	0.065	0.346	4.29
691	baked	688	3.92	15.0	5.6	0.054	0.416	3.92
692	cheapest	706	3.75	15.0	5.6	0.050	0.448	3.75
693	collapses	740	3.37	15.0	5.5	0.044	0.519	3.37
694	root-cause	776	4.36	15.0	5.4	0.037	0.614	2.86
695	whole	298	5.46	14.9	7.2	0.175	0.127	5.46
696	holding	519	4.89	14.9	6.1	0.095	0.234	4.89
697	misses	701	3.85	14.9	5.6	0.051	0.429	3.85
698	six	385	5.29	14.8	6.7	0.138	0.159	5.29
699	roughly	636	4.36	14.8	5.7	0.066	0.333	4.36
700	honors	702	3.86	14.8	5.6	0.051	0.427	3.86
701	rejects	722	3.67	14.8	5.5	0.047	0.463	3.67
702	re-run	734	5.04	14.8	5.5	0.045	0.487	3.54
703	fence	660	4.21	14.7	5.7	0.060	0.361	4.21
704	converge	761	3.23	14.7	5.4	0.040	0.545	3.23
705	gate	626	4.47	14.6	5.8	0.068	0.313	4.47
706	cross-check	756	4.83	14.6	5.4	0.040	0.526	3.33
707	five	325	5.45	14.5	7.0	0.163	0.129	5.45
708	choke	727	3.72	14.5	5.5	0.046	0.453	3.72
709	deferred	742	3.54	14.5	5.5	0.043	0.487	3.54
710	unset	835	1.82	14.5	5.3	0.026	0.809	1.82
711	firing	663	4.27	14.4	5.7	0.059	0.350	4.27
712	three-way	689	5.58	14.4	5.6	0.054	0.386	4.08
713	freshly	738	3.61	14.4	5.5	0.044	0.474	3.61
714	declared	623	4.55	14.3	5.8	0.069	0.298	4.55
715	ties	655	4.35	14.3	5.7	0.061	0.335	4.35
716	re-fire	754	4.96	14.3	5.4	0.041	0.502	3.46
717	fable	775	3.16	14.3	5.4	0.037	0.558	3.16
718	per-session	778	4.65	14.3	5.4	0.036	0.560	3.15
719	arity	849	1.56	14.3	5.3	0.024	0.858	1.56
720	literally	548	4.91	14.2	6.0	0.087	0.230	4.91
721	classifier	807	2.66	14.2	5.3	0.031	0.652	2.66
722	lifted	697	4.10	14.1	5.6	0.052	0.382	4.10
723	attributed	703	4.05	14.1	5.6	0.051	0.391	4.05
724	emitted	770	3.32	14.1	5.4	0.038	0.528	3.32
725	process-wide	777	4.78	14.0	5.4	0.037	0.536	3.28
726	bound	656	4.46	13.9	5.7	0.061	0.315	4.46
727	discrimination	677	4.31	13.9	5.6	0.056	0.343	4.31
728	-rn	745	3.71	13.9	5.5	0.043	0.455	3.71
729	counterpart	746	3.70	13.9	5.5	0.042	0.457	3.70
730	capped	748	3.67	13.9	5.5	0.042	0.463	3.67
731	gotcha	771	3.38	13.9	5.4	0.038	0.517	3.38
732	acted	684	4.28	13.8	5.6	0.055	0.348	4.28
733	omits	815	2.71	13.8	5.3	0.030	0.642	2.71
734	grown	625	4.67	13.7	5.8	0.068	0.275	4.67
735	lane	647	4.57	13.6	5.7	0.063	0.294	4.57
736	honored	716	4.10	13.6	5.5	0.048	0.382	4.10
737	tally	764	3.62	13.6	5.4	0.039	0.472	3.62
738	substituted	774	3.47	13.6	5.4	0.037	0.500	3.47
739	observes	785	3.32	13.6	5.4	0.035	0.528	3.32
740	narrower	788	3.29	13.6	5.4	0.034	0.534	3.29
741	reached	596	4.85	13.5	5.8	0.075	0.242	4.85
742	hop	681	4.40	13.5	5.6	0.056	0.326	4.40
743	absorbs	797	3.18	13.5	5.4	0.033	0.554	3.18
744	preamble	813	2.87	13.5	5.3	0.030	0.612	2.87
745	wakes	765	3.68	13.4	5.4	0.039	0.461	3.68
746	lossless	828	2.64	13.4	5.3	0.027	0.655	2.64
747	land	493	5.22	13.3	6.2	0.102	0.172	5.22
748	corrupt	720	4.14	13.3	5.5	0.048	0.375	4.14
749	bead	784	3.44	13.3	5.4	0.035	0.506	3.44
750	default-off	823	4.28	13.3	5.3	0.028	0.629	2.78
751	pruned	834	2.57	13.3	5.3	0.026	0.669	2.57
752	corpora	842	2.36	13.3	5.3	0.025	0.708	2.36
753	finding	609	4.85	13.2	5.8	0.072	0.242	4.85
754	cheaper	714	4.22	13.2	5.5	0.049	0.360	4.22
755	fitted	726	4.13	13.2	5.5	0.046	0.376	4.13
756	forged	766	3.72	13.2	5.4	0.039	0.453	3.72
757	rewritten	805	3.19	13.2	5.3	0.031	0.552	3.19
758	cadence	809	3.12	13.2	5.3	0.031	0.566	3.12
759	prescribed	753	3.91	13.1	5.4	0.041	0.418	3.91
760	scrub	772	3.69	13.1	5.4	0.037	0.459	3.69
761	soundness	837	2.56	13.1	5.3	0.026	0.670	2.56
762	reclaim	796	3.44	12.9	5.4	0.033	0.506	3.44
763	scrubbed	821	3.01	12.9	5.3	0.029	0.586	3.01
764	tie-break	826	4.43	12.9	5.3	0.028	0.601	2.93
765	wire-format	838	4.15	12.9	5.3	0.026	0.654	2.65
766	falsification	844	2.51	12.9	5.3	0.025	0.680	2.51
767	bought	613	4.91	12.8	5.8	0.071	0.230	4.91
768	believed	646	4.75	12.8	5.7	0.063	0.260	4.75
769	strand	783	3.68	12.8	5.4	0.035	0.461	3.68
770	bogus	799	3.43	12.8	5.4	0.032	0.507	3.43
771	stalled	804	3.37	12.8	5.3	0.032	0.519	3.37
772	collides	845	2.54	12.8	5.3	0.024	0.674	2.54
773	re-validated	868	3.37	12.8	5.2	0.020	0.800	1.87
774	witness	691	4.52	12.7	5.6	0.054	0.303	4.52
775	framing	792	3.58	12.7	5.4	0.034	0.479	3.58
776	emitter	832	2.90	12.7	5.3	0.027	0.607	2.90
777	already-shipped	848	4.02	12.7	5.3	0.024	0.678	2.52
778	killed	527	5.22	12.6	6.1	0.093	0.172	5.22
779	exhausted	751	4.08	12.6	5.5	0.041	0.386	4.08
780	process-global	816	4.78	12.6	5.3	0.029	0.536	3.28
781	polled	818	3.23	12.6	5.3	0.029	0.545	3.23
782	sole	733	4.29	12.5	5.5	0.045	0.346	4.29
783	rider	763	4.02	12.5	5.4	0.039	0.397	4.02
784	durability	806	3.45	12.5	5.3	0.031	0.504	3.45
785	hands	561	5.16	12.4	5.9	0.084	0.184	5.16
786	honour	725	4.37	12.4	5.5	0.047	0.331	4.37
787	survivor	769	4.00	12.3	5.4	0.038	0.401	4.00
788	short-circuit	841	4.41	12.3	5.3	0.025	0.605	2.91
789	gap	718	4.47	12.2	5.5	0.048	0.313	4.47
790	resurrect	836	3.06	12.2	5.3	0.026	0.577	3.06
791	unfiltered	847	2.86	12.2	5.3	0.024	0.614	2.86
792	stashing	865	2.33	12.2	5.2	0.021	0.713	2.33
793	unblocks	892	1.37	12.2	5.2	0.017	0.893	1.37
794	paying	679	4.75	12.1	5.6	0.056	0.260	4.75
795	vocabulary	793	3.82	12.1	5.4	0.034	0.434	3.82
796	prunes	858	2.64	12.1	5.2	0.022	0.655	2.64
797	crossing	747	4.33	12.0	5.5	0.042	0.339	4.33
798	call-site	814	5.04	12.0	5.3	0.030	0.487	3.54
799	recovered	757	4.25	11.9	5.4	0.040	0.354	4.25
800	leaf	762	4.22	11.9	5.4	0.039	0.360	4.22
801	four	428	5.53	11.8	6.4	0.123	0.114	5.53
802	came	448	5.50	11.8	6.4	0.116	0.120	5.50
803	green	600	5.13	11.8	5.8	0.074	0.189	5.13
804	drift	802	3.82	11.8	5.3	0.032	0.434	3.82
805	evicted	833	3.35	11.8	5.3	0.026	0.522	3.35
806	ablation	859	2.77	11.8	5.2	0.022	0.631	2.77
807	dropping	759	4.33	11.6	5.4	0.040	0.339	4.33
808	literal	811	3.77	11.6	5.3	0.030	0.444	3.77
809	wrongly	831	3.46	11.6	5.3	0.027	0.502	3.46
810	precedes	854	3.02	11.6	5.2	0.023	0.584	3.02
811	marginal	819	3.71	11.5	5.3	0.029	0.455	3.71
812	narrows	851	3.13	11.5	5.3	0.023	0.564	3.13
813	pre-existing	855	4.54	11.5	5.2	0.023	0.581	3.04
814	one-sided	876	3.94	11.5	5.2	0.019	0.693	2.44
815	lossy	880	2.35	11.5	5.2	0.019	0.710	2.35
816	burst	787	4.15	11.4	5.4	0.035	0.373	4.15
817	raises	794	4.05	11.4	5.4	0.033	0.391	4.05
818	matched	800	4.01	11.4	5.3	0.032	0.399	4.01
819	never	127	5.91	11.3	9.3	0.299	0.043	5.91
820	accident	719	4.71	11.3	5.5	0.048	0.268	4.71
821	repoints	916	0.00	11.3	5.1	0.013	1.000	0.80
822	band	683	4.92	11.2	5.6	0.055	0.228	4.92
823	judgment	781	4.28	11.2	5.4	0.036	0.348	4.28
824	mid-sentence	867	4.38	11.2	5.2	0.021	0.610	2.88
825	default-on	870	4.29	11.2	5.2	0.020	0.627	2.79
826	riding	760	4.49	11.1	5.4	0.040	0.309	4.49
827	directions	789	4.23	11.1	5.4	0.034	0.358	4.23
828	permanently	803	4.08	11.1	5.3	0.032	0.386	4.08
829	callers	862	3.10	11.1	5.2	0.021	0.569	3.10
830	net-new	857	4.75	11.0	5.2	0.022	0.541	3.25
831	classifies	874	2.82	11.0	5.2	0.019	0.622	2.82
832	knew	633	5.20	10.8	5.7	0.066	0.176	5.20
833	untagged	903	1.93	10.8	5.2	0.015	0.788	1.93
